Property Name,Address,Phone,Phone 2,Phone 3,HotelRating,state,cityName,timezone
Upper West Side Brownstone,110 West 81st Street New York 10024 ,212-580-9070,,,ThreeStar,new york,"New York,   New York",Eastern
Sheraton New York Times Square Hotel,811 7Th Ave New YorkNew York 10019 ,212-581-1000,,,FourStar,new york,"New York,   New York",Eastern
The Manhattan at Times Square,790 7th Avenue New YorkNew York 10019 ,212-581-3300,,,FourStar,new york,"New York,   New York",Eastern
Hampton Inn Manhattan Times Square North,851 Eighth Avenue New York 10019 ,212-581-4100,,,TwoStar,new york,"New York,   New York",Eastern
Hilton Garden Inn Times Square,790 Eighth Avenue New YorkNew York 10019 ,212-581-7000,,,ThreeStar,new york,"New York,   New York",Eastern
The Watson Hotel,440 57Th Street New York CityNew York 10019 ,212-581-8100,,,ThreeStar,new york,"New York,   New York",Eastern
Holiday Inn Express Midtown West,538 West 48th Street ,212-582-0692,,,ThreeStar,new york,"New York,   New York",Eastern
3 West Club Hotel,3 West 51st Street New YorkNew York 10019 ,212-582-5454,,,ThreeStar,new york,"New York,   New York",Eastern
Mayfair New York,242 W 49Th St New YorkNew York 10019 ,212-586-0300,,,ThreeStar,new york,"New York,   New York",Eastern
Comfort Inn Midtown West,548 West 48th Street New YorkNY 10036 ,212-586-0400,,,TwoStar,new york,"New York,   New York",Eastern
Skyline Hotel,725 10Th Ave at 49th Street New YorkClinton/Hells Kitchen NeighborhoodNew York City ,212-586-3400,,,ThreeStar,new york,"New York,   New York",Eastern
The Whitby Hotel,18 West 56th Street New YorkNew York 10019 ,212-586-5656,,,FiveStar,new york,"New York,   New York",Eastern
New York Hilton Midtown,1335 Avenue of the Americas New YorkNew York 10019 ,212-586-7000,,,FourStar,new york,"New York,   New York",Eastern
Smyth Hotel Tribeca,85 West Broadway TribecaManhattanNew York 10007 ,212-587-7000,,,FourStar,new york,"New York,   New York",Eastern
Andaz Wall Street,75 Wall Street New YorkNew York 10005 ,212-590-1234,,,FourStar,new york,"New York,   New York",Eastern
Hilton Garden Inn New York West 35th Street,63 West 35th Street New YorkNew York 10001 ,212-594-3310,,,ThreeStar,new york,"New York,   New York",Eastern
Central Park West Brownstone,108 W 81St St New York 10024 ,212-595-1567,,,ThreeStar,new york,"New York,   New York",Eastern
TRYP By Wyndham Times Square South,345 W 35Th Street New York 10001 ,212-600-2440,,,FourStar,new york,"New York,   New York",Eastern
Residence Inn New York Downtown Manhattan world Trade Center Area,170 Broadway New YorkNew York 10007 ,212-600-8900,,,ThreeStar,new york,"New York,   New York",Eastern
Andaz 5th Avenue,485 5Th Avenue New YorkNew York 10017 ,212-601-1234,,,FourStar,new york,"New York,   New York",Eastern
The Marmara Park Avenue,114 East 32Nd Street ManhattanNew YorkNew York 10016 ,212-603-9000,,,FiveStar,new york,"New York,   New York",Eastern
Doubletree By Hilton New York Times Square West,350 West 40Th Street New York 10018 New York CityNew York 10018 ,212-607-8888,,,FourStar,new york,"New York,   New York",Eastern
Hotel Hugo,525 Greenwich Street New YorkNew York 10013 ,212-608-4848,,,FourStar,new york,"New York,   New York",Eastern
Rostel,160 East 116th Street East HarlemNew York10029 ,212-609-2767,,,ThreeStar,new york,"New York,   New York",Eastern
Life Hotel NoMad,19 West 31st Street New YorkNew York 10001 ,212-615-9900,,,TwoStar,new york,"New York,   New York",Eastern
Village Apartments,11 Waverly Place 10003 New York ,212-616-8497,,,ThreeStar,new york,"New York,   New York",Eastern
Executive Class at MTS Hotel,790 7Th Avenue  ,212-621-8535,,,FourStar,new york,"New York,   New York",Eastern
Four Points By Sheraton Manhattan Chelsea,160 West 25th Street New York CityNew York 10001 ,212-627-1888,,,ThreeStar,new york,"New York,   New York",Eastern
Soho House New York,29-35 9TH AVENUE NEW YORK ,212-627-9800,,,FourStar,new york,"New York,   New York",Eastern
Incentra Home Chelsea,305 W 29th St ,212-635-4244,,,TwoStar,new york,"New York,   New York",Eastern
Element New York Times Square West,311 West 39th Street New YorkNew York 10018 ,212-643-0770,,,ThreeStar,new york,"New York,   New York",Eastern
Nyma The New York Manhattan Hotel,6 West 32nd Street New YorkNew York 10001 ,212-643-7100,,,ThreeStar,new york,"New York,   New York",Eastern
Courtyard New York Manhattan midtown East,866 Third Avenue New YorkNew York 10022 ,212-644-1300,,,ThreeStar,new york,"New York,   New York",Eastern
Bentley Hotel,500 East 62nd Street New YorkNew York 10065 ,212-644-6000,,,FourStar,new york,"New York,   New York",Eastern
Heritage Hotel New York City,18 West 25th Street New YorkNew York 10010 ,212-645-3990,,,TwoStar,new york,"New York,   New York",Eastern
The Standard High Line New York,848 Washington Street New YorkNew York 10014 ,212-645-4646,,,FourStar,new york,"New York,   New York",Eastern
Chelsea Inn,46 West 17th Street New York 10011 ,212-645-8989,,,ThreeStar,new york,"New York,   New York",Eastern
Chelsea International,"West 20th Street,251 NEW YORK ",212-647-0010,,,OneStar,new york,"New York,   New York",Eastern
Murray Hill East Suites,E 39Th St 149 New YorkNY 10016 ,212-661-2100,,,ThreeStar,new york,"New York,   New York",Eastern
The Roosevelt Hotel New York City,45 E 45th Street New YorkNew York 10017 ,212-661-9600,,,FourStar,new york,"New York,   New York",Eastern
The Central Park North,137 West 111th street New YorkNew York 10026 ,212-662-2300,,,TwoStar,new york,"New York,   New York",Eastern
Royal Park Hotel and Hostel,258 West 97th Street ManhattanNew York CityNY 10025 ,212-665-7434,,,TwoStar,new york,"New York,   New York",Eastern
St Marks Hotel,2 St Marks Place New York10003 New York ,212-674-0100,,,TwoStar,new york,"New York,   New York",Eastern
The GEM Hotel Chelsea,300 West 22Nd Street ChelseaNew York CityNew York 10011 ,212-675-1911,,,ThreeStar,new york,"New York,   New York",Eastern
Seafarers International House,123 East 15th Street New YorkNew York 10003 ,212-677-4800,,,TwoStar,new york,"New York,   New York",Eastern
Newton,2528 Broadway 2528 New YorkNew York 10025 ,212-678-6500,,,ThreeStar,new york,"New York,   New York",Eastern
Carlton Arms Hotel,160 East 25Th Street 10010 New York ,212-679-0680,,,TwoStar,new york,"New York,   New York",Eastern
Ace Hotel New York,20 West 29th Street New York CityNew York 10001 ,212-679-2222,,,FourStar,new york,"New York,   New York",Eastern
Broadway Plaza Hotel,1155 Broadway New York CityNew York 10001 ,212-679-7665,,,FourStar,new york,"New York,   New York",Eastern
The Court A St Giles Hotel,130 East 39th Street New York CityNew York 10016 ,212-685-1100,,,FourStar,new york,"New York,   New York",Eastern
Hotel 31,120 E 31St St New YorkNY 10016 ,212-685-3060,,,TwoStar,new york,"New York,   New York",Eastern
Hotel Giraffe by Library Hotel Collection,365 Park Ave S New YorkNew York 10016 ,212-685-7700,,,FourStar,new york,"New York,   New York",Eastern
The Tuscany A St Giles Signature Hotel,120 East 39th St. Between Lexington Avenue And Park Avenue New YorkNew York 10016 ,212-686-1600,,,ThreeStar,new york,"New York,   New York",Eastern
The Renwick Hotel New York City Curio Collection by Hilton,118 E 40Th St New YorkNew York 10016 ,212-687-4875,,,FourStar,new york,"New York,   New York",Eastern
The Redbury New York,29 East 29th Street New YorkNew York 10016 ,212-689-1900,,,FourStar,new york,"New York,   New York",Eastern
The Shelburne Sonesta New York,303 Lexington Avenue at 37th StreetNew YorkNew York 10016 ,212-689-5200,,,FourStar,new york,"New York,   New York",Eastern
Allies,"West 136th Street, 313 NEW YORK ",212-690-3813,,,ThreeStar,new york,"New York,   New York",Eastern
Millennium Downtown New York,55 Church Street New YorkNew YorK 10007 ,212-693-2001,,,FourStar,new york,"New York,   New York",Eastern
Lita's New York Apartments,417 West 145Th Street Between Convent and Street Nicholas AvenueHarlemNew York 10031 ,212-694-0185,,,FourStar,new york,"New York,   New York",Eastern
Executive Le Soleil NY,38 West 36th Street New YorkNew York 10018 ,212-695-0003,,,FourStar,new york,"New York,   New York",Eastern
The Langham New York Fifth Avenue,400 Fifth Avenue New York CityNew York 10018 ,212-695-4005,,,FiveStar,new york,"New York,   New York",Eastern
Travel Inn,515 West 42nd Street New YorkNew York 10036 ,212-695-7171,,,TwoStar,new york,"New York,   New York",Eastern
Holiday Inn Express New York City Chelsea,232 West 29th Street New YorkNew York 10001-5201 ,212-695-7200,,,TwoStar,new york,"New York,   New York",Eastern
The Marcel at Gramercy,East 24th Street 201 10010 New York ,212-696-3800,,,FourStar,new york,"New York,   New York",Eastern
The Kimberly Hotel,145 East 50th Street ManhattanNew York CityNew York 10022 ,212-702-1600,,,FourStar,new york,"New York,   New York",Eastern
1 Hotel Central Park,1414 Avenue Of The Americas 10019 New York New YorkNew York 10019 ,212-703-2001,,,FiveStar,new york,"New York,   New York",Eastern
Hotel Shocard New York,206 West 41st Street New YorkNew York 10036 ,212-703-8600,,,ThreeStar,new york,"New York,   New York",Eastern
Hilton Garden Inn New York Times Square North,30 West 46th Street New YorkNew York 10036 ,212-704-9700,,,FourStar,new york,"New York,   New York",Eastern
Distrikt Hotel New York City,342 West 40 Street New YorkNew York 10018 ,212-706-6100,,,FourStar,new york,"New York,   New York",Eastern
The Lotus Hotel,5Th Avenue 294 294 10001 New York New York 10001 ,212-707-4888,,,ThreeStar,new york,"New York,   New York",Eastern
WestHouse New York,201 West 55th Street New York CityNew York 10019 ,212-707-5700,,,FiveStar,new york,"New York,   New York",Eastern
Hotel Mela Times Square,120 West 44Th Street New YorkNew York 10036 ,212-710-7000,,,FourStar,new york,"New York,   New York",Eastern
Hudson River Hotel,442 West 36th Street ManhattanNew York CityNew York 10018 ,212-714-6699,,,TwoStar,new york,"New York,   New York",Eastern
The Benjamin Royal Sonesta New York,125 East 50Th Street New York CityNew York 10022 ,212-715-2500,,,FourStar,new york,"New York,   New York",Eastern
The Hotel at Times Square,59 West 46th Street New YorkNew York 10036 ,212-719-2300,,,ThreeStar,new york,"New York,   New York",Eastern
Archer Hotel New York,45 West 38Th Street New York City 10018 ,212-719-4100,,,FourStar,new york,"New York,   New York",Eastern
La Quinta Inn & Suites New York City Central Park,31 West 71st Street New YorkNY 10023-4103 ,212-721-4770,,,TwoStar,new york,"New York,   New York",Eastern
The Catskills B & B,156 West Main Street The Harrison CenterStamfordNew York 12167 ,212-724-8782,,,ThreeStar,new york,"Stamford,   New York",Eastern
LUMA Hotel Times Square,120 West 41st Street New YorkNew York 10036 ,212-730-0099,,,FourStar,new york,"New York,   New York",Eastern
Radio City Apartments,142 West 49th Street New YorkNY 10019 ,212-730-0728,,,ThreeStar,new york,"New York,   New York",Eastern
Fairfield Inn & Suites New York Manhattan fifth Avenue,21 West 37th Street New York 10018 ,212-730-6660,,,ThreeStar,new york,"New York,   New York",Eastern
Plaza Athenee,37 East 64Th Street 37 New York CityNew York 10065 ,212-734-9100,,,FiveStar,new york,"New York,   New York",Eastern
PUBLIC an Ian Schrager hotel,215 Chrystie St New YorkNew York 10002 ,212-735-6000,,,FourStar,new york,"New York,   New York",Eastern
Walker Hotel Tribeca,"77 Walker Street, Chinatown, New York, NY 10013, United States  ",212-735-8000,,,ThreeStar,new york,"New York,   New York",Eastern
The Hotel @ Fifth Avenue,17 West 32Nd Street New YorkNew York 10001 ,212-736-1600,,,ThreeStar,new york,"New York,   New York",Eastern
Martinique New York on Broadway Curio Collection by Hilton,49 West 32nd Street NY ,212-736-3800,,,FourStar,new york,"New York,   New York",Eastern
Hotel Pennsylvania,401 7Th Ave at 33rd StreetNew YorkNew York 10001-2062 ,212-736-5000,,,TwoStar,new york,"New York,   New York",Eastern
MichaelNY,15 Sylvan Terrace New YorkNew York 10032 ,212-740-1767,,,TwoStar,new york,"New York,   New York",Eastern
Liberty Inn,"Tenth Avenue ,51 NEW YORK ",212-741-2333,,,ThreeStar,new york,"New York,   New York",Eastern
Eurostars Wall Street,129 Front Street 129 10005 New York City New York CityNew York 10005 ,212-742-0003,,,FourStar,new york,"New York,   New York",Eastern
AC Hotel New York Downtown,151 Maiden Lane New York CityNew York 10038 ,212-742-1900,,,ThreeStar,new york,"New York,   New York",Eastern
The Carlyle A Rosewood Hotel,35 East 76th Street New YorkNew York 10021 ,212-744-1600,,,FiveStar,new york,"New York,   New York",Eastern
The Mark,25 East 77Th Street New YorkNew York 10075 ,212-744-4300,,,FiveStar,new york,"New York,   New York",Eastern
Wall Street Inn,9 South William Street New YorkNY 10004 ,212-747-1500,,,ThreeStar,new york,"New York,   New York",Eastern
Holiday Inn Express Wall Street,126 Water Street New York CityNew York 10005 ,212-747-9222,,,TwoStar,new york,"New York,   New York",Eastern
Aloft Harlem,2296 Frederick Douglass Boulevard 10027 New York ,212-749-4000,,,ThreeStar,new york,"New York,   New York",Eastern
850 West End,850 West End Avenue 10025 New York New YorkNew York 10025 ,212-749-7104,,,OneStar,new york,"New York,   New York",Eastern
The Fifty Sonesta Select New York,155 East 50th Street New York CityNew York 10022 ,212-751-5710,,,FourStar,new york,"New York,   New York",Eastern
Carvi Hotel,152 East 55Th Street New YorkNew York 10022 ,212-752-0600,,,ThreeStar,new york,"New York,   New York",Eastern
DoubleTree by Hilton Metropolitan New York City,569 Lexington Ave New YorkNew York 10022 ,212-752-7000,,,FourStar,new york,"New York,   New York",Eastern
AKA Sutton Place,330 East 56Th Street New YorkNew York 1002210022 ,212-752-8888,,,FourStar,new york,"New York,   New York",Eastern
Hotel Elysee,60 East 54th Street New YorkNY 10022 ,212-753-1066,,,FourStar,new york,"New York,   New York",Eastern
AKA Central Park,42 West 58Th Street New YorkNew York 10019 ,212-753-3500,,,FourStar,new york,"New York,   New York",Eastern
The St. Regis New York,Two East 55Th St at 5th AvenueNew York CityNew York 10022 ,212-753-4500,,,FiveStar,new york,"New York,   New York",Eastern
Omni Berkshire Place,21 E 52Nd Street New York CityNew York 10022 ,212-753-5800,,,FourStar,new york,"New York,   New York",Eastern
Lombardy Hotel,111 East 56th Street New YorkNY 10022 ,212-753-8600,,,FourStar,new york,"New York,   New York",Eastern
Best Western Plus Hospitality House,145 East 49th Street New York CityNew York 10017 ,212-753-8781,,,ThreeStar,new york,"New York,   New York",Eastern
Hotel 57 New York City,130 East 57th Street New YorkNew York 10022 ,212-753-8841,,,FourStar,new york,"New York,   New York",Eastern
The Bernic Hotel New York Citytapestry Collection By Hilton,145 East 47Th Street New YorkNew York 10017 ,212-754-9700,,,FourStar,new york,"New York,   New York",Eastern
Hilton Garden Inn New York Midtown Park Avenue,45 East 33rd Street New YorkNew York 10016 ,212-755-1108,,,ThreeStar,new york,"New York,   New York",Eastern
The Maxwell New York City,541 Lexington Avenue New YorkNew York 10022 ,212-755-1200,,,FourStar,new york,"New York,   New York",Eastern
Hyatt Centric Midtown 5th Avenue New York,"16 East 39th St, New York NY 10016, United States ",212-755-1234,,,FourStar,new york,"New York,   New York",Eastern
The Roger Smith Hotel,501 Lexington Avenue 47th StreetMidtown EastNew York ,212-755-1400,,,ThreeStar,new york,"New York,   New York",Eastern
San Carlos Hotel,150 East 50th Street New YorkNew York 10022 ,212-755-1800,,,FourStar,new york,"New York,   New York",Eastern
New York Marriott East Side,525 Lexington Avenue at 49th StreetNew YorkNew York 10017 ,212-755-4000,,,FourStar,new york,"New York,   New York",Eastern
The Lexington Hotel Autograph Collection,511 Lexington Ave At 48Th St. Entrance at 48th StreetNew YorkNew York 10017 ,212-755-4400,,,FourStar,new york,"New York,   New York",Eastern
InterContinental New York Barclay,111 East 48th Street 10017-1297 New York CityNew York ,212-755-5900,,,FiveStar,new york,"New York,   New York",Eastern
Ink 48 Hotel,653 11th Avenue New York CityNew York 10036 ,212-757-0088,,,FourStar,new york,"New York,   New York",Eastern
